site_no,latitude_dms,longitude_dms
350403112421801,"35°04'02.9""","112°42'17.7"""
312642110063702,"31°26'42.67""","110°06'39.34"""
332121112291501,"33°21'20.58""","112°29'14.56"""
315909110540601,"31°59'09""","110°54'06"""
314059110112003,"31°40'59.65""","110°11'19.75"""
325216109431501,"32°52'15.78""","109°43'14.89"""
321929111070601,"32°19'29.99""","111°07'08.46"""
344354112014901,,
312853110070401,"31°28'53.18""","110°07'07.10"""
341657114031701,"34°16'56.84""","114°03'16.60"""
314601110120902,"31°46'01.60""","110°12'11.49"""
314317110113401,"31°43'17.29""","110°11'35.89"""
320845110551201,"32°08'45""","110°55'12"""
350002110355501,"35°00'02""","110°35'55"""
325441109452701,"32°54'40.87""","109°45'26.64"""
313309110094301,"31°33'14.40""","110°08'44.59"""
351654110564101,"35°16'53.58""","110°56'41.64"""
312039110080101,"31°20'40.6""","110°08'03.5"""
325529109452101,"32°55'28.61""","109°45'20.51"""
313955110104302,"31°39'55""","110°10'43"""
325643109342301,"32°56'42.95""","109°34'22.87"""
341509114002001,"34°15'09.10""","114°00'20.37"""
322339111170001,"32°23'39""","111°17'00"""
321547111144001,"32°15'47""","111°14'40"""
355254112054901,"35°52'53.56""","112°05'48.53"""
313316110082901,"31°33'16""","110°08'31"""
313738110102901,"31°37'38.80""","110°10'31.42"""
363850110100801,"36°38'50""","110°10'12"""
341647114035301,"34°16'46.56""","114°03'53.33"""
313643110100102,"31°36'42.83""","110°10'02.92"""
414129070361401,"41°41'29""","70°36'14"""
415557070031702,"41°55'57.03""","70°03'16.8"""
424520070562401,"42°45'19.34""","70°56'22.16"""
423810072435401,"42°38'09.8""","72°43'53.5"""
420912072042801,"42°09'12""","73°04'28"""
411536069591301,"41°15'36""","69°59'13"""
423503073075401,"42°35'03.77""","73°07'52.80"""
414712071175001,"41°47'12""","71°17'50"""
424250072493101,"42°42'50""","72°49'31"""
421012072324301,"42°10'12""","72°32'43"""
415228070554601,"41°52'28""","70°55'46"""
420321070433502,"42°03'21""","70°43'35"""
422650071213801,"42°26'50""","71°21'38"""
413930070190901,"41°39'30""","70°19'09"""
423401071093801,"42°34'00.83""","71°09'35.88"""
422103072241103,"42°21'03""","72°24'11"""
423441072170701,"42°34'41""","72°17'07"""
415556070033501,"41°55'55.82""","70°03'34.65"""
414518070015801,"41°45'18""","70°01'58"""
422559072332402,"42°25'59""","72°33'24"""
421550073025101,"42°15'50.80""","73°02'48.65"""
412346070353403,"41°23'46""","70°35'34"""
415354069585201,"41°53'54""","69°58'52"""
414205070334701,"41°42'04.72""","70°33'47.17"""
414219070313601,"41°42'19.13""","70°31'35.50"""
423115071032001,"42°31'00.27""","71°02'54.47"""
422103072241102,"42°21'03""","72°24'11"""
415557070032301,"41°55'56.69""","70°03'22.95"""
420545071174001,"42°05'45""","71°17'40"""
421240072490201,"42°12'40.56""","72°49'01.19"""
422520071483001,"42°25'20""","71°48'30"""
415552070031701,"41°55'51.99""","70°03'17.03"""
415600070030703,"41°56'00.31""","70°03'07.31"""
421851071312601,"42°18'51""","71°31'26"""
412154070404701,"41°21'54""","70°40'47"""
420313071514201,"42°03'13""","71°51'42"""
414706071045001,"41°47'06""","71°04'50"""
420924072422602,"42°09'24""","72°42'26"""
424806070572101,"42°48'06.41""","70°57'20.95"""
420955070564901,"42°09'55.34""","70°56'48.85"""
415433070583302,"41°54'33""","70°58'33"""
422058072085101,"42°20'58""","72°08'51"""
420355070520201,"42°03'55""","70°52'02"""
414100070011101,"41°41'00""","70°01'11"""
423715072042801,"42°37'15""","72°04'28"""
414159070310501,"41°41'59.55""","70°31'05.79"""
414714071175901,"41°47'14""","71°17'59"""
421923072451001,"42°20'28""","72°48'24"""
423339072524101,"42°33'39""","72°52'41"""
422845071163101,"42°28'44.90""","71°16'30.54"""
424055071435302,"42°40'55""","71°43'53"""
422341071464901,"42°23'41.22""","71°46'47.47"""
422745073112001,"42°27'45""","73°11'20"""
420305072581401,"42°03'05.05""","72°58'14.44"""
423311072355801,"42°33'11""","72°35'58"""
415605070032001,"41°56'05.02""","70°03'20.12"""
415808070024301,"41°58'08""","70°02'43"""
415544070033301,"41°55'44.49""","70°03'33.01"""
421438071165601,"42°14'37.63""","71°16'55.89"""
422248071362401,"42°22'47.6""","71°36'24.4"""
420317070432901,"42°03'17""","70°43'29"""
415557070032302,"41°55'56.69""","70°03'22.95"""
413801070322703,"41°38'01.28""","70°32'28.33"""
414632070014901,"41°46'32""","70°01'49"""
424057072010301,"42°40'57.54""","72°01'03.54"""
424249072493101,"42°42'49.61""","72°49'31.01"""
415217070393102,"41°52'17""","70°39'31"""
422845071163102,"42°28'44.83""","71°16'30.54"""
421315073212401,"42°13'15""","73°21'24"""
422906072124301,"42°29'06.27""","72°12'41.17"""
422627071154002,"42°26'27""","71°15'40"""
422845071163103,"42°28'44.72""","71°16'30.54"""
415549070031401,"41°55'49.26""","70°03'13.52"""
421410072081301,"42°14'10""","72°08'13"""
420610071421402,"42°06'10""","71°42'14"""
420350073193601,"42°03'50""","73°19'36"""
414405070312104,"41°44'09.97""","70°31'20.59"""
415600070030702,"41°56'00.31""","70°03'07.31"""
421853071220501,"42°18'53""","71°22'05"""
422104073152801,"42°21'04.76""","73°15'28.75"""
415453070434901,"41°54'53.73""","70°43'47.16"""
422806071160302,"42°28'05.84""","71°16'03.49"""
422700072404801,"42°27'00.18""","72°40'49.36"""
423506070491401,"42°35'06""","70°49'14"""
413525070291904,"41°35'26.02""","70°29'17.19"""
423641071102501,"42°36'41""","71°10'25"""
424055071435301,"42°40'55""","71°43'53"""
420206070045901,"42°02'06.82""","70°04'57.26"""
423058071025401,"42°30'58""","71°02'54"""
420316070433501,"42°03'16""","70°43'35"""
422812071244401,"42°28'12.41""","71°24'42.77"""
415353069585401,"41°53'53""","69°58'54"""
415600070030701,"41°56'00.31""","70°03'07.31"""
414400070242901,"41°44'00""","70°24'29"""
421410072081101,"42°14'10""","72°08'11"""
414101070011001,"41°41'01""","70°01'10"""
414139070311501,"41°41'39.33""","70°31'15.49"""
423257071243702,"42°32'56.93""","71°24'37.39"""
414630070014901,"41°46'30""","70°01'49"""
415229070554301,"41°52'29""","70°55'43"""
415605070031301,"41°56'04.98""","70°03'13.06"""
414124070311401,"41°41'24.09""","70°31'14.36"""
422806071160301,"42°28'05.87""","71°16'03.48"""
414125070265901,"41°41'25""","70°26'59"""
422733072532601,"42°27'34.06""","72°53'25.01"""
420544071173701,"42°05'44""","71°17'37"""
415557070031701,"41°55'57.03""","70°03'16.8"""
424204072015201,"42°42'03.67""","72°01'51.01"""
420259072581701,"42°02'59""","72°58'17"""
415552070031702,"41°55'51.99""","70°03'17.03"""
421012072324501,"42°10'12""","72°32'45"""
415556070030601,"41°55'55.68""","70°03'05.80"""
415449071155201,"41°54'49""","71°15'52"""
411555070021901,"41°15'55""","70°02'19"""
420234071262401,"42°02'34.47""","71°26'24.02"""
421852071220501,"42°18'52""","71°22'05"""
424841071004101,"42°48'41.78""","71°00'41.84"""
414219070131101,"41°42'19.1""","70°13'08.7"""
422808071160201,"42°28'08.39""","71°16'02.29"""
414455070325701,"41°44'55.07""","70°32'57.28"""
423505070491702,"42°35'06.1""","70°49'14.3"""
414124070265901,"41°41'24""","70°26'59"""
415550070032202,"41°55'50.67""","70°03'22.75"""
415559070032601,"41°55'59.32""","70°03'26.38"""
434615112553501,"43°46'14.61""","112°55'38.05"""
435339112444601,"43°53'38.15""","112°44'48.99"""
435611112142001,"43°56'11.01""","112°14'23.03"""
434126112550701,"43°41'25.85""","112°55'10.11"""
434027112575701,"43°40'26.40""","112°57'59.50"""
433700116111001,"43°36'59.87""","116°11'10.41"""
434426112575701,"43°44'26.34""","112°57'59.58"""
433705116110601,"43°37'04.16""","116°11'10.18"""
434851112321801,"43°48'50.89""","112°32'21.85"""
434307112382601,"43°43'07.16""","112°38'28.86"""
431810113413601,"43°18'10.20""","113°41'38.70"""
432700112470801,"43°26'59.75""","112°47'11.51"""
432740113044501,"43°27'32.04""","113°04'42.78"""
431900112593601,"43°19'00.39""","112°59'36.03"""
421813115555801,"42°18'12.65""","115°56'01.35"""
434657112282201,"43°46'55.60""","112°28'24.56"""
475439116503401,"47°54'38.34""","116°50'37.74"""
435053112420801,"43°50'50.44""","112°42'15.31"""
373714086300102,"37°37'13.79""","86°30'00.5"""
382043085381401,"38°20'42.93""","85°38'13.62"""
373716086300303,"37°37'15.64""","86°30'02.76"""
373712086300601,"37°37'12.51""","86°30'06.22"""
373713086300701,"37°37'13.17""","86°30'06.61"""
382039085381801,"38°20'38.7""","85°38'17.7"""
382043085381701,"38°20'43.7""","85°38'16.6"""
373715086300502,"37°37'14.87""","86°30'05.43"""
373713086300503,"37°37'13.26""","86°30'05.37"""
382003085383201,"38°20'02.5""","85°38'31.7"""
373715086295801,"37°37'14.84""","86°29'57.53"""
373715086300201,"37°37'14.7""","86°30'02.1"""
390438084310701,"39°04'38""","84°31'07"""
373713086300601,"37°37'13.18""","86°30'05.51"""
382057085380801,"38°20'57.1""","85°38'07.6"""
382000085383301,"38°19'59.6""","85°38'32.6"""
390507084302101,"39°05'07.42""","84°30'20.90"""
373716086300401,"37°37'15.81""","86°30'04.15"""
373716086300301,"37°37'15.73""","86°30'02.91"""
373715086300503,"37°37'15.39""","86°30'04.61"""
373714086300101,"37°37'13.74""","86°30'00.55"""
373713086300502,"37°37'12.52""","86°30'04.51"""
373714086300105,"37°37'14.4""","86°30'00.56"""
382041085381001,"38°20'40.69""","85°38'10.14"""
382013085382201,"38°20'12.51""","85°38'22.14"""
373713086300301,"37°37'13.03""","86°30'01.31"""
382028085382201,"38°20'28.3""","85°38'21.9"""
373714086300201,"37°37'14.13""","86°30'01.63"""
373711086300101,"37°37'11.43""","86°30'03"""
373705086301101,"37°37'04.77""","86°30'11.22"""
382031085382001,"38°20'31.1""","85°38'20.1"""
375928084362001,"37°59'28""","84°36'20"""
373713086300602,"37°37'12.54""","86°30'06.18"""
373715086300104,"37°37'15.06""","86°30'01.84"""
373715086300101,"37°37'15""","86°30'00.71"""
381957085383401,"38°19'56.8""","85°38'33.7"""
373716086300001,"37°37'15.72""","86°29'59.96"""
373710086300501,"37°37'10.17""","86°30'05.43"""
373715086300202,"37°37'14.76""","86°30'02.21"""
382105085375101,"38°21'05.2""","85°37'51.0"""
373714086300002,"37°37'13.88""","86°30'00.2"""
373709086300804,"37°37'09.02""","86°30'07.96"""
382009085382901,"38°20'09.3""","85°38'29.1"""
373713086300001,"37°37'13.24""","86°30'00.29"""
373709086300701,"37°37'08.58""","86°30'07.11"""
382011085382001,"38°20'11.36""","85°38'19.90"""
375944085591002,"37°59'44""","85°59'10"""
373715086300302,"37°37'15.4""","86°30'03.01"""
382016085382601,"38°20'16.3""","85°38'26.0"""
373715086300501,"37°37'14.97""","86°30'05.47"""
381524085452301,"38°15'24""","85°45'23"""
382039085381401,"38°20'38.68""","85°38'13.78"""
373707086300901,"37°37'06.54""","86°30'09.3"""
373715086300601,"37°37'14.52""","86°30'05.78"""
375948085584601,"37°59'48""","85°58'46"""
382045085381601,"38°20'44.6""","85°38'16.1"""
373714086300103,"37°37'14.37""","86°30'00.96"""
373715086300203,"37°37'15.42""","86°30'01.51"""
373709086300801,"37°37'09.08""","86°30'07.9"""
373710086300502,"37°37'10.24""","86°30'05.35"""
373706086300802,"37°37'05.97""","86°30'08.41"""
373714086300104,"37°37'14.25""","86°30'00.72"""
373715086300401,"37°37'14.62""","86°30'03.93"""
365210088391301,"36°52'10""","88°39'13"""
373716086300201,"37°37'16""","86°30'02.37"""
373713086300302,"37°37'12.59""","86°30'04.38"""
373713086300501,"37°37'13.12""","86°30'05.41"""
373715086300102,"37°37'14.55""","86°30'01.2"""
382042085381601,"38°20'41.7""","85°38'15.7"""
382013085382401,"38°20'13.41""","85°38'24.47"""
373712086300301,"37°37'11.51""","86°30'02.91"""
382006085383001,"38°20'06.1""","85°38'30.2"""
373714086300202,"37°37'13.78""","86°30'01.57"""
382030085382101,"38°20'29.7""","85°38'21.0"""
382038085380701,"38°20'38.20""","85°38'06.51"""
373714086300601,"37°37'13.75""","86°30'06.22"""
373712086300501,"37°37'12""","86°30'05.37"""
373713086300101,"37°37'13.27""","86°30'00.84"""
363749083430701,"36°37'49""","83°43'07"""
373706086301001,"37°37'05.37""","86°30'10.12"""
373716086300302,"37°37'15.58""","86°30'02.67"""
373712086300401,"37°37'12.47""","86°30'04.43"""
381957085383301,"38°19'57.5""","85°38'32.7"""
382034085381901,"38°20'33.9""","85°38'19.3"""
373714086300502,"37°37'13.55""","86°30'04.94"""
373714086300003,"37°37'13.59""","86°29'59.9"""
373706086300801,"37°37'10.9""","86°30'06.6"""
374151085413201,"37°41'51""","85°41'32"""
373709086300702,"37°37'08.66""","86°30'07.03"""
373712086300502,"37°37'11.96""","86°30'05.41"""
382012085382901,"38°20'11.9""","85°38'28.5"""
390612084290601,"39°06'12.48""","84°29'05.96"""
382037085381101,"38°20'36.9""","85°38'10.3"""
382051085380801,"38°20'49.8""","85°38'10.0"""
373709086300802,"37°37'09.18""","86°30'07.82"""
373716086295901,"37°37'16.42""","86°29'58.5"""
382011085382901,"38°20'10.7""","85°38'29.0"""
382053085381301,"38°20'53.0""","85°38'12.2"""
375925085590401,"37°59'25.3""","85°59'03.7"""
382010085381801,"38°20'10.36""","85°38'17.72"""
390529084330701,"39°05'29.41""","84°33'06.88"""
432310070393301,"43°23'10""","70°39'33"""
445456068403901,"44°54'56.00""","68°40'39.00"""
451128070280301,"45°11'28""","70°28'03"""
441801069455501,"44°18'01""","69°45'55"""
471457068353001,"47°14'57""","68°35'30"""
445319068560101,"44°53'19""","68°56'01"""
434955070261401,"43°49'55""","70°26'14"""
440918069564001,"44°09'18""","69°56'40"""
435453070013601,"43°54'53""","70°01'36"""
442450068175201,"44°24'50""","68°17'52"""
463642069344601,"46°36'42""","69°34'44"""
445227067520101,"44°52'27""","67°52'01"""
440213070203201,"44°02'13""","70°20'32"""
440810069553601,"44°08'17""","69°55'36"""
443647070552303,"44°46'43.66""","70°55'16.39"""
444950068220602,"44°49'55""","68°21'59"""
450713067162801,"45°07'13""","67°16'28"""
444302070252401,"44°43'02""","70°25'24"""
440823070291501,"44°08'23""","70°29'15"""
442238068154101,"44°22'38""","68°15'41"""
453629068531801,"45°36'29""","68°53'18"""
323659117033306,"32°36'59.75""","117°03'33.88"""
351019116373501,"35°10'19""","116°37'35"""
340248117020904,"34°02'48.57""","117°02'09.16"""
340914117234905,"34°09'14.40""","117°23'53.02"""
323659117033305,"32°36'59.75""","117°03'33.88"""
351019116373502,"35°10'19""","116°37'35"""
333147116422001,"33°31'47.63""","116°42'20.06"""
340046117020803,"34°00'46.50""","117°02'11.01"""
341601116124801,"34°16'01.16""","116°12'50.08"""
323932117050805,"32°39'32.53""","117°05'08.08"""
342630119442301,"34°26'31.1""","119°44'25.01"""
364358120314906,"36°43'57.5""","120°31'53.5"""
390750120091130,"39°07'50.92""","120°09'11.09"""
340433117171201,"34°04'33.31""","117°17'12.08"""
324641117071504,"32°46'41.13""","117°07'15.08"""
340130117054905,"34°01'29.92""","117°05'49.53"""
344520120174005,"34°45'20.70""","120°17'40.74"""
341601116124802,"34°16'01.16""","116°12'50.08"""
340615117170903,"34°06'14.91""","117°17'11.22"""
335807116582201,"33°58'06.77""","116°58'24.81"""
333226116395604,"33°32'26.36""","116°39'56.54"""
332747117061101,"33°27'47.53""","117°06'15.58"""
340559117194501,"34°05'59.71""","117°19'48.68"""
351303119251401,"35°13'03.6""","119°25'14.5"""
324416117042006,"32°44'15.94""","117°04'20.06"""
340546117182901,"34°05'46.18""","117°18'29.12"""
351811116361701,"35°18'09.50""","116°36'20.86"""
351303119251402,"35°13'03.6""","119°25'14.5"""
335423116455303,"33°54'22.96""","116°45'53.46"""
373930118491602,"37°39'30""","118°49'16"""
340559117194502,"34°05'59.71""","117°19'48.68"""
332747117061102,"33°27'47.53""","117°06'15.58"""
324641117071503,"32°46'41.13""","117°07'15.08"""
324416117042005,"32°44'15.94""","117°04'20.06"""
332857117043304,"33°28'57.8""","117°04'33.2"""
352436116474001,"35°24'36.2""","116°47'40.1"""
323313117033905,"32°33'13.12""","117°03'41.77"""
374004122092104,"37°40'04.15""","122°09'21.06"""
340655117184005,"34°06'54.41""","117°18'42.28"""
351336116254903,"35°13'36.4""","116°25'49.3"""
340655117184006,"34°06'54.41""","117°18'42.28"""
340707117162706,"34°07'06.57""","117°16'27.74"""
335530116413703,"33°55'30.59""","116°41'37.10"""
340503117104105,"34°05'03.56""","117°10'37.95"""
373927118571701,"37°39'27.5""","118°57'17.5"""
323528117031403,"32°35'28.45""","117°03'14.01"""
324711114544801,"32°47'10.78""","114°54'47.98"""
344520120174001,"34°45'20.48""","120°17'40.85"""
351128116374702,"35°11'26.55""","116°37'54.31"""
340130117054901,"34°01'29.92""","117°05'49.53"""
341013117253905,"34°10'13.55""","117°25'39.72"""
340046117020804,"34°00'46.50""","117°02'11.01"""
351828116371201,"35°18'28.88""","116°37'15.17"""
340142118280604,"34°01'42.58""","118°28'06.04"""
340615117170904,"34°06'14.91""","117°17'11.22"""
344520120174002,"34°45'20.48""","120°17'40.85"""
330555117010103,"33°05'55.5""","117°01'01.7"""
340914117234902,"34°09'14.36""","117°23'53.23"""
323659117033301,"32°36'59.75""","117°03'33.88"""
340142118280501,"34°01'42.64""","118°28'05.81"""
340914117234901,"34°09'14.36""","117°23'53.23"""
323659117033302,"32°36'59.75""","117°03'33.88"""
340503117104101,"34°05'03.56""","117°10'37.95"""
335714116565003,"33°57'14.88""","116°56'49.75"""
330320117024702,"33°03'20.42""","117°02'47.03"""
340927117242201,"34°09'27.43""","117°24'24.84"""
340321117153803,"34°03'21.06""","117°15'37.84"""
340509117172401,"34°05'08.63""","117°17'24.50"""
340503117104102,"34°05'03.56""","117°10'37.95"""
351759116374403,"35°17'59.32""","116°37'44.45"""
335530116413704,"33°55'30.59""","116°41'37.10"""
340927117242202,"34°09'27.43""","117°24'24.84"""
330320117024701,"33°03'20.42""","117°02'47.03"""
344532120233903,"34°45'32.61""","120°23'39.87"""
333313116384601,"33°33'12.97""","116°38'50.31"""
335611116553801,"33°56'11""","116°55'38.3"""
324416117042001,"32°44'15.94""","117°04'20.06"""
344524120202001,"34°45'23.78""","120°20'20.10"""
350751119241101,"35°07'51.87""","119°24'11.61"""
335534116441502,"33°55'34.14""","116°44'15.79"""
333226116395603,"33°32'26.36""","116°39'56.54"""
340136117033903,"34°01'36.37""","117°03'39.16"""
362935121102301,"36°29'35.96""","121°10'22.36"""
340508117163301,"34°05'08.23""","117°16'33.17"""
332857117043303,"33°28'57.8""","117°04'33.2"""
374004122092102,"37°40'04.15""","122°09'21.06"""
324416117042002,"32°44'15.94""","117°04'20.06"""
351303119251405,"35°13'03.6""","119°25'14.5"""
350751119241102,"35°07'51.87""","119°24'11.61"""
323932117050804,"32°39'32.53""","117°05'08.08"""
335534116441501,"33°55'34.14""","116°44'15.79"""
332819117070603,"33°28'19.67""","117°07'06.86"""
333147116422002,"33°31'47.54""","116°42'19.97"""
333001117005705,"33°30'01.7""","117°00'57.8"""
335531116510402,"33°55'31.08""","116°51'04.84"""
323314117033903,"32°33'13.44""","117°03'41.75"""
340509117172403,"34°05'08.63""","117°17'24.50"""
335531116510401,"33°55'31.08""","116°51'04.84"""
335513116490603,"33°55'17.27""","116°49'06.42"""
341801116104601,"34°18'02.37""","116°10'57.54"""
340633117174003,"34°06'33.52""","117°17'39.98"""
324307117063504,"32°43'08.16""","117°06'35.81"""
324116117050804,"32°41'16.06""","117°05'08.15"""
352535116451001,"35°25'35.3""","116°45'10.5"""
390810120090740,"39°08'09.73""","120°09'06.27"""
340439117173906,"34°04'38.68""","117°17'42.54"""
340707117162708,"34°07'06.57""","117°16'27.74"""
352535116451002,"35°25'35.3""","116°45'10.5"""
390744120091910,"39°07'43.61""","120°09'19.20"""
344546120253101,"34°45'46.74""","120°25'30.98"""
340439117173905,"34°04'38.68""","117°17'42.54"""
323932117050806,"32°39'32.53""","117°05'08.08"""
353049119434103,"35°30'49.07""","119°43'41.96"""
390809120090710,"39°08'08.55""","120°09'06.85"""
340814117253503,"34°08'14.68""","117°25'37.13"""
324116117050803,"32°41'16.06""","117°05'08.15"""
354048119445004,"35°40'48.58""","119°44'50.75"""
333317116411501,"33°33'17.12""","116°41'15.06"""
344548120274201,"34°45'47.82""","120°27'42.36"""
340521117212004,"34°05'21.70""","117°21'20.41"""
330514116582903,"33°05'14.44""","116°58'29.12"""
340248117020903,"34°02'48.57""","117°02'09.16"""
324055117064402,"32°40'55.49""","117°06'44.57"""
340804117221601,"34°08'04.24""","117°22'21.65"""
343523118095501,"34°35'24.01""","118°09'55.37"""
343526118095501,"34°35'26.55""","118°09'55.31"""
351523116402803,"35°15'22.39""","116°40'29.33"""
323915117055303,"32°39'15.89""","117°05'53.68"""
351716116363705,"35°17'17.58""","116°36'40.37"""
352806116462103,"35°28'06.38""","116°46'21.9"""
340538117171401,"34°05'38.26""","117°17'13.88"""
333314116384601,"33°33'13.67""","116°38'45.73"""
324055117064401,"32°40'55.49""","117°06'44.57"""
361935120134501,"36°19'35.6""","120°13'47.7"""
340541117074403,"34°05'40.98""","117°07'43.76"""
340804117221602,"34°08'04.24""","117°22'21.65"""
340414117190203,"34°04'14.02""","117°19'04.08"""
362853121094601,"36°28'52.59""","121°09'45.73"""
323808117060403,"32°38'08.0""","117°06'04.9"""
333122116394001,"33°31'19.8""","116°39'44.4"""
333359116373501,"33°33'58.91""","116°37'35.33"""
340716117230604,"34°07'16.10""","117°23'06.22"""
353229119050602,"35°32'29.5""","119°05'06.3"""
364200119420003,"36°42'34.7""","119°42'32.8"""
324307117063503,"32°43'08.16""","117°06'35.81"""
365325120391505,"36°53'25.2""","120°39'20.8"""
381302119183401,"38°13'01.56""","119°18'33.55"""
340136117033904,"34°01'36.37""","117°03'39.16"""
340439117173902,"34°04'38.68""","117°17'42.54"""
373927118571702,"37°39'27.5""","118°57'17.5"""
343955118232701,"34°39'55.70""","118°23'27.52"""
353229119050601,"35°32'29.5""","119°05'06.3"""
340800117235903,"34°08'03.44""","117°24'02.52"""
340524117182803,"34°05'23.75""","117°18'28.48"""
351828116371202,"35°18'28.88""","116°37'15.17"""
323932117050803,"32°39'32.53""","117°05'08.08"""
340316117174103,"34°03'16.09""","117°17'41.35"""
351128116374701,"35°11'26.55""","116°37'54.31"""
335133117140501,"33°51'33.33""","117°14'04.45"""
340408117165302,"34°04'10.13""","117°17'02.08"""
333001117005702,"33°30'01.7""","117°00'57.8"""
340606117223801,"34°06'11.20""","117°22'39.86"""
373859118575802,"37°38'59.2""","118°57'58.6"""
332819117070604,"33°28'19.67""","117°07'06.86"""
373845118574202,"37°38'45.6""","118°57'42.3"""
323527117050003,"32°35'27.62""","117°05'00.51"""
340633117174004,"34°06'33.37""","117°17'39.91"""
344532120233904,"34°45'32.61""","120°23'39.87"""
340606117223802,"34°06'11.20""","117°22'39.86"""
340408117165301,"34°04'10.13""","117°17'02.08"""
333001117005701,"33°30'01.7""","117°00'57.8"""
335513116490604,"33°55'17.27""","116°49'06.42"""
373845118574201,"37°38'45.6""","118°57'42.3"""
373859118575801,"37°38'59.2""","118°57'58.6"""
340509117172402,"34°05'08.63""","117°17'24.50"""
324055117064405,"32°40'55.49""","117°06'44.57"""
335611116553802,"33°56'11""","116°55'38.3"""
351716116363701,"35°17'17.58""","116°36'40.37"""
340521117212003,"34°05'21.70""","117°21'20.41"""
351558116412102,"35°15'57.97""","116°41'24.00"""
340541117074404,"34°05'41.02""","117°07'43.49"""
323808117060404,"32°38'08.0""","117°06'04.9"""
323527117050004,"32°35'27.62""","117°05'00.51"""
340414117190204,"34°04'14.02""","117°19'04.08"""
351716116363702,"35°17'17.58""","116°36'40.37"""
390746120091710,"39°07'46.16""","120°09'17.03"""
323915117055304,"32°39'15.89""","117°05'53.68"""
354048119445003,"35°40'48.58""","119°44'50.75"""
323528117031404,"32°35'28.45""","117°03'14.01"""
340716117230603,"34°07'16.10""","117°23'06.22"""
344640120274402,"34°46'40.40""","120°27'47.16"""
352450116421101,"35°24'50.8""","116°42'11.3"""
340508117163302,"34°05'08.05""","117°16'33.13"""
340814117253504,"34°08'14.68""","117°25'37.13"""
344836120270001,"34°48'36.00""","120°27'00.43"""
335525116410201,"33°55'24.99""","116°41'02.43"""
353049119434104,"35°30'49.07""","119°43'41.96"""
323313117033902,"32°33'13.12""","117°03'41.77"""
340142118280603,"34°01'42.58""","118°28'06.04"""
333315116405701,"33°33'15.90""","116°40'57.88"""
335525116410202,"33°55'24.99""","116°41'02.43"""
335423116455301,"33°54'22.96""","116°45'53.46"""
335408117154401,"33°54'08.32""","117°15'44.20"""
332857117043305,"33°28'57.8""","117°04'33.2"""
323528117031401,"32°35'28.45""","117°03'14.01"""
381510119140001,"38°15'10""","119°14'00"""
324416117042004,"32°44'15.94""","117°04'20.06"""
390746120091730,"39°07'45.91""","120°09'16.50"""
351303119251403,"35°13'03.6""","119°25'14.5"""
335423116455302,"33°54'22.96""","116°45'53.46"""
351828116371203,"35°18'28.88""","116°37'15.17"""
340559117194503,"34°05'59.71""","117°19'48.68"""
324641117071502,"32°46'41.13""","117°07'15.08"""
340130117054903,"34°01'29.92""","117°05'49.53"""
335530116413701,"33°55'30.59""","116°41'37.10"""
374004122092105,"37°40'04.15""","122°09'21.06"""
381407119132401,"38°14'07.01""","119°13'23.77"""
323313117033904,"32°33'13.12""","117°03'41.77"""
340503117104104,"34°05'03.56""","117°10'37.95"""
390810120090710,"39°08'09.65""","120°09'07.35"""
330555117010101,"33°05'55.5""","117°01'01.7"""
335530116413702,"33°55'30.59""","116°41'37.10"""
340927117242204,"34°09'27.40""","117°24'24.70"""
340707117162707,"34°07'06.57""","117°16'27.74"""
340508117163304,"34°05'08.05""","117°16'33.13"""
374004122092106,"37°40'04.15""","122°09'21.06"""
364518120222001,"36°45'18.60""","120°22'23.70"""
323314117033902,"32°33'13.41""","117°03'41.80"""
340914117234904,"34°09'14.4""","117°23'53.02"""
335611116553803,"33°56'11""","116°55'38.3"""
344532120233901,"34°45'32.61""","120°23'39.87"""
352556116475501,"35°25'56.4""","116°47'55.6"""
351019116373503,"35°10'19""","116°37'35"""
373754118501701,"37°37'54""","118°50'17"""
323659117033304,"32°36'59.75""","117°03'33.88"""
390809120090740,"39°08'08.69""","120°09'06.13"""
373904118570701,"37°39'04.7""","118°57'07.4"""
340136117033901,"34°01'36.37""","117°03'39.16"""
341013117253903,"34°10'13.55""","117°25'39.72"""
340046117020802,"34°00'46.50""","117°02'11.01"""
340555117161201,"34°05'54.78""","117°16'11.89"""
340142118280602,"34°01'42.58""","118°28'06.04"""
342953117410201,"34°29'53.3""","117°41'01.6"""
340615117170902,"34°06'14.91""","117°17'11.22"""
343515118101401,"34°35'13.22""","118°10'14.64"""
373904118570702,"37°39'04.7""","118°57'07.4"""
344520120174004,"34°45'20.48""","120°17'40.85"""
323313117033901,"32°33'13.12""","117°03'41.77"""
324641117071505,"32°46'41.13""","117°07'15.08"""
340046117020801,"34°00'46.50""","117°02'11.01"""
341829116164401,"34°18'25.57""","116°16'49.39"""
351738116374101,"35°17'39.90""","116°37'49.02"""
344436120161701,"34°44'36.64""","120°16'17.38"""
351107116382701,"35°11'09.82""","116°38'28.26"""
330320117024703,"33°03'20.42""","117°02'47.03"""
355933119062001,"35°59'34.5""","119°06'23.4"""
351759116374401,"35°17'59.32""","116°37'44.45"""
335714116565002,"33°57'14.88""","116°56'49.75"""
340321117153801,"34°03'21.06""","117°15'37.84"""
390743120091930,"39°07'43.47""","120°09'18.95"""
340927117242203,"34°09'27.54""","117°24'24.70"""
